1.082104365000000000e+09,1.745000000000000000e+03,1.814000000000000000e+03,2.199000000000000000e+03,-1.099870000000000000e+05
1.082129084000000000e+09,1.747000000000000000e+03,1.818000000000000000e+03,2.197000000000000000e+03,-1.099950000000000000e+05
1.082154084000000000e+09,1.746000000000000000e+03,1.814000000000000000e+03,2.198000000000000000e+03,-1.100000000000000000e+05
1.082179084000000000e+09,1.743000000000000000e+03,1.808000000000000000e+03,2.194000000000000000e+03,-1.099990000000000000e+05
1.082204084000000000e+09,1.751000000000000000e+03,1.815000000000000000e+03,2.192000000000000000e+03,-1.100400000000000000e+05
1.082229084000000000e+09,1.747000000000000000e+03,1.809000000000000000e+03,2.192000000000000000e+03,-1.100450000000000000e+05
1.082254084000000000e+09,1.744000000000000000e+03,1.810000000000000000e+03,2.197000000000000000e+03,-1.100040000000000000e+05
1.082279084000000000e+09,1.745000000000000000e+03,1.811000000000000000e+03,2.197000000000000000e+03,-1.099460000000000000e+05
1.082304084000000000e+09,1.744000000000000000e+03,1.817000000000000000e+03,2.201000000000000000e+03,-1.099080000000000000e+05
1.082325084000000000e+09,1.744000000000000000e+03,1.810000000000000000e+03,2.195000000000000000e+03,-1.099150000000000000e+05
1.082350084000000000e+09,1.744000000000000000e+03,1.814000000000000000e+03,2.194000000000000000e+03,-1.099160000000000000e+05
1.082375084000000000e+09,1.750000000000000000e+03,1.811000000000000000e+03,2.198000000000000000e+03,-1.099250000000000000e+05
1.082400084000000000e+09,1.746000000000000000e+03,1.814000000000000000e+03,2.193000000000000000e+03,-1.099620000000000000e+05
1.082425084000000000e+09,1.745000000000000000e+03,1.814000000000000000e+03,2.193000000000000000e+03,-1.100060000000000000e+05
1.082450084000000000e+09,1.744000000000000000e+03,1.809000000000000000e+03,2.195000000000000000e+03,-1.100370000000000000e+05
1.082475084000000000e+09,1.744000000000000000e+03,1.815000000000000000e+03,2.199000000000000000e+03,-1.100310000000000000e+05
1.082500084000000000e+09,1.746000000000000000e+03,1.809000000000000000e+03,2.193000000000000000e+03,-1.100520000000000000e+05
1.082525084000000000e+09,1.744000000000000000e+03,1.813000000000000000e+03,2.193000000000000000e+03,-1.100260000000000000e+05
1.082550084000000000e+09,1.747000000000000000e+03,1.815000000000000000e+03,2.193000000000000000e+03,-1.100350000000000000e+05
1.082571084000000000e+09,1.749000000000000000e+03,1.813000000000000000e+03,2.192000000000000000e+03,-1.100450000000000000e+05
1.082596084000000000e+09,1.744000000000000000e+03,1.819000000000000000e+03,2.201000000000000000e+03,-1.100340000000000000e+05
1.082621084000000000e+09,1.746000000000000000e+03,1.813000000000000000e+03,2.192000000000000000e+03,-1.100540000000000000e+05
1.082646084000000000e+09,1.749000000000000000e+03,1.820000000000000000e+03,2.194000000000000000e+03,-1.100800000000000000e+05
1.082671084000000000e+09,1.746000000000000000e+03,1.815000000000000000e+03,2.192000000000000000e+03,-1.101010000000000000e+05
1.082696084000000000e+09,1.744000000000000000e+03,1.815000000000000000e+03,2.192000000000000000e+03,-1.101200000000000000e+05
1.082721084000000000e+09,1.746000000000000000e+03,1.815000000000000000e+03,2.202000000000000000e+03,-1.101320000000000000e+05
1.082746084000000000e+09,1.744000000000000000e+03,1.811000000000000000e+03,2.192000000000000000e+03,-1.101770000000000000e+05
1.082771084000000000e+09,1.747000000000000000e+03,1.814000000000000000e+03,2.191000000000000000e+03,-1.101620000000000000e+05
1.082796084000000000e+09,1.750000000000000000e+03,1.813000000000000000e+03,2.198000000000000000e+03,-1.101880000000000000e+05
1.082817084000000000e+09,1.746000000000000000e+03,1.812000000000000000e+03,2.198000000000000000e+03,-1.101860000000000000e+05
1.082842084000000000e+09,1.746000000000000000e+03,1.813000000000000000e+03,2.195000000000000000e+03,-1.101700000000000000e+05
1.082867084000000000e+09,1.745000000000000000e+03,1.814000000000000000e+03,2.197000000000000000e+03,-1.101710000000000000e+05
1.082892084000000000e+09,1.745000000000000000e+03,1.815000000000000000e+03,2.199000000000000000e+03,-1.101630000000000000e+05
1.082917084000000000e+09,1.744000000000000000e+03,1.813000000000000000e+03,2.192000000000000000e+03,-1.101950000000000000e+05
1.082942084000000000e+09,1.744000000000000000e+03,1.815000000000000000e+03,2.193000000000000000e+03,-1.102230000000000000e+05
1.082967084000000000e+09,1.749000000000000000e+03,1.810000000000000000e+03,2.198000000000000000e+03,-1.102120000000000000e+05
1.082992084000000000e+09,1.747000000000000000e+03,1.813000000000000000e+03,2.194000000000000000e+03,-1.102580000000000000e+05
1.083017084000000000e+09,1.744000000000000000e+03,1.812000000000000000e+03,2.195000000000000000e+03,-1.102390000000000000e+05
1.083042084000000000e+09,1.744000000000000000e+03,1.811000000000000000e+03,2.191000000000000000e+03,-1.102120000000000000e+05
1.083063084000000000e+09,1.751000000000000000e+03,1.809000000000000000e+03,2.202000000000000000e+03,-1.101290000000000000e+05
1.083088084000000000e+09,1.743000000000000000e+03,1.819000000000000000e+03,2.193000000000000000e+03,-1.100550000000000000e+05
1.083113084000000000e+09,1.744000000000000000e+03,1.817000000000000000e+03,2.197000000000000000e+03,-1.100370000000000000e+05
1.083138084000000000e+09,1.750000000000000000e+03,1.808000000000000000e+03,2.194000000000000000e+03,-1.100360000000000000e+05
1.083163084000000000e+09,1.742000000000000000e+03,1.819000000000000000e+03,2.192000000000000000e+03,-1.100680000000000000e+05
1.083188084000000000e+09,1.754000000000000000e+03,1.810000000000000000e+03,2.195000000000000000e+03,-1.101050000000000000e+05
1.083213084000000000e+09,1.743000000000000000e+03,1.808000000000000000e+03,2.197000000000000000e+03,-1.100840000000000000e+05
1.083238084000000000e+09,1.745000000000000000e+03,1.817000000000000000e+03,2.198000000000000000e+03,-1.101050000000000000e+05
1.083263084000000000e+09,1.748000000000000000e+03,1.815000000000000000e+03,2.195000000000000000e+03,-1.101210000000000000e+05
1.083288084000000000e+09,1.744000000000000000e+03,1.813000000000000000e+03,2.197000000000000000e+03,-1.101380000000000000e+05
1.083309084000000000e+09,1.747000000000000000e+03,1.809000000000000000e+03,2.193000000000000000e+03,-1.101130000000000000e+05
1.083334085000000000e+09,1.751000000000000000e+03,1.811000000000000000e+03,2.198000000000000000e+03,-1.101240000000000000e+05
1.083359084000000000e+09,1.746000000000000000e+03,1.811000000000000000e+03,2.192000000000000000e+03,-1.101590000000000000e+05
